         9703783 function calls (9601620 primitive calls) in 13.640 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 warnings.py:117(_formatwarnmsg)
        1    0.000    0.000    0.000    0.000 multi.py:188(names_compat)
        1    0.000    0.000    0.000    0.000 base.py:1327(ExtensionOpsMixin)
        1    0.000    0.000    0.000    0.000 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:600(MathCall)
        6    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 base.py:193(_maybe_return_indexers)
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
       12    0.000    0.000    0.000    0.000 numeric.py:1475(_cross_dispatcher)
        6    0.000    0.000    0.000    0.000 nanops.py:108(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:317(ZipInfo)
        1    0.000    0.000    0.000    0.000 zipfile.py:715(_SharedFile)
        1    0.000    0.000    0.000    0.000 indexers.py:276(GroupbyIndexer)
        1    0.000    0.000    0.000    0.000 pytables.py:2761(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:135(_BaseVersion)
        2    0.000    0.000    0.001    0.000 dataclasses.py:1012(wrap)
        1    0.000    0.000    0.000    0.000 __init__.py:213(UTC)
        1    0.000    0.000    0.000    0.000 __init__.py:299(loads)
        3    0.000    0.000    0.000    0.000 atom.py:20(getter)
        4    0.000    0.000    0.000    0.000 decorators.py:829(_count)
        1    0.000    0.000    0.000    0.000 align.py:64(_filter_special_cases)
        5    0.000    0.000    0.000    0.000 inspect.py:159(isfunction)
        2    0.000    0.000    0.000    0.000 random.py:117(__init__)
        2    0.000    0.000    0.000    0.000 warnings.py:96(_showwarnmsg)
        5    0.000    0.000    0.000    0.000 generic.py:43(_check)
        2    0.000    0.000    0.000    0.000 locale.py:469(_parse_localename)
        3    0.000    0.000    0.000    0.000 typing.py:924(copy_with)
        1    0.000    0.000    0.000    0.000 info.py:621(DataFrameTableBuilderVerbose)
        5    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(lexsort)
        1    0.000    0.000    0.000    0.000 extension.py:436(NDArrayBackedExtensionIndex)
        1    0.000    0.000    0.000    0.000 floating.py:42(FloatingDtype)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(inv)
       12    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 pytables.py:622(TermValue)
        1    0.000    0.000    0.000    0.000 rolling.py:2317(RollingGroupby)
        1    0.000    0.000    0.000    0.000 tz.py:332(__init__)
        1    0.000    0.000    0.000    0.000 decorators.py:1011(get_name)
        1    0.000    0.000    0.000    0.000 config.py:194(__init__)
        2    0.000    0.000    0.003    0.001 atoms.py:1208(__mul__)
        3    0.000    0.000    0.000    0.000 series.py:177(_coerce_method)
        2    0.000    0.000    0.000    0.000 config.py:618(_warn_if_deprecated)
        2    0.000    0.000    0.000    0.000 dataclasses.py:924(<listcomp>)
        1    0.000    0.000    0.000    0.000 indexers.py:126(VariableOffsetWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:70(FixedWindowIndexer)
        1    0.000    0.000    0.000    0.000 pytables.py:4497(AppendableFrameTable)
        1    0.000    0.000    0.000    0.000 categorical.py:2473(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 pytables.py:4597(AppendableSeriesTable)
        4    0.000    0.000    0.000    0.000 config.py:238(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:7(<module>)
        2    0.000    0.000    0.001    0.000 dataclasses.py:998(dataclass)
        1    0.000    0.000    0.000    0.000 _decorators.py:454(Appender)
        1    0.000    0.000    0.000    0.000 _decorators.py:407(Substitution)
        1    0.000    0.000    0.000    0.000 html.py:526(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 common.py:759(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 flags.py:1(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:3111(signature)
        1    0.000    0.000    0.000    0.000 blocks.py:1797(ObjectBlock)
        1    0.000    0.000    0.000    0.000 accessors.py:140(DatetimeProperties)
       12    0.000    0.000    0.000    0.000 enum.py:792(value)
        1    0.000    0.000    0.000    0.000 tzinfo.py:76(StaticTzInfo)
        2    0.000    0.000    0.000    0.000 dataclasses.py:940(<listcomp>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1127(argmax)
        1    0.000    0.000    0.000    0.000 format.py:262(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 integer.py:506(Int8Dtype)
        1    0.000    0.000    0.000    0.000 expr.py:752(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 __init__.py:847(SubclassedSeries)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(outer)
        1    0.000    0.000    0.000    0.000 config_init.py:324(is_terminal)
        1    0.000    0.000    0.000    0.000 _json.py:238(JSONTableWriter)
        1    0.000    0.000    0.000    0.000 ewm.py:675(ExponentialMovingWindowGroupby)
        1    0.000    0.000    0.000    0.000 apply.py:1006(SeriesApply)
        1    0.000    0.000    0.000    0.000 format.py:1731(Datetime64TZFormatter)
        2    0.000    0.000    0.000    0.000 _internal.py:863(npy_ctypes_check)
        4    0.000    0.000    0.000    0.000 config.py:760(is_type_factory)
        5    0.000    0.000    0.000    0.000 css.py:16(_side_expander)
        1    0.000    0.000    0.000    0.000 copy.py:66(copy)
        1    0.000    0.000    0.000    0.000 xml.py:371(_LxmlFrameParser)
        2    0.000    0.000    0.000    0.000 dataclasses.py:300(__init__)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        4    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 xml.py:37(_XMLFrameParser)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        8    0.000    0.000    0.000    0.000 methods.py:66(<genexpr>)
        4    0.000    0.000    0.000    0.000 numeric.py:1227(<dictcomp>)
        1    0.000    0.000    0.000    0.000 describe.py:99(NDFrameDescriberAbstract)
        6    0.000    0.000    0.000    0.000 sre_parse.py:101(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 platform.py:1007(_sys_version)
        1    0.000    0.000    0.000    0.000 sql.py:1879(SQLiteTable)
        1    0.000    0.000    0.000    0.000 indexers.py:100(VariableWindowIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:2240(_AtIndexer)
        3    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 _decorators.py:318(rewrite_axis_style_signature)
        1    0.000    0.000    0.000    0.000 base.py:1388(ExtensionScalarOpsMixin)
        2    0.000    0.000    0.000    0.000 __init__.py:107(import_lzma)
        1    0.000    0.000    0.000    0.000 _misc.py:501(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:398(_FixedOffset)
        1    0.000    0.000    0.000    0.000 pytables.py:39(PyTablesScope)
        1    0.000    0.000    0.000    0.000 stata.py:3372(StataWriterUTF8)
        1    0.000    0.000    0.000    0.000 datetimes.py:110(<listcomp>)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 accessor.py:43(PandasDelegate)
        1    0.000    0.000    0.000    0.000 config.py:191(DictWrapper)
        1    0.000    0.000    0.000    0.000 expanding.py:667(ExpandingGroupby)
        2    0.000    0.000    0.000    0.000 config.py:606(_translate_key)
        1    0.000    0.000    0.000    0.000 algorithms.py:1317(SelectNFrame)
        1    0.000    0.000    0.000    0.000 chainmap.py:12(DeepChainMap)
        2    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 dataclasses.py:949(<listcomp>)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:167(XlsxWriter)
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:1102(_ZipWriteFile)
        2    0.000    0.000    0.000    0.000 decorators.py:1056(<genexpr>)
        1    0.000    0.000    0.000    0.000 stata.py:2812(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 pytables.py:3109(SeriesFixed)
        1    0.000    0.000    0.000    0.000 floating.py:424(Float32Dtype)
        1    0.000    0.000    0.000    0.000 nanops.py:75(disallow)
        1    0.000    0.000    0.000    0.000 zipfile.py:2159(CompleteDirs)
        1    0.000    0.000    0.000    0.000 pytables.py:2548(DataIndexableCol)
        1    0.000    0.000    0.000    0.000 html.py:638(_LxmlFrameParser)
        2    0.000    0.000    0.000    0.000 multiarray.py:416(lexsort)
        1    0.000    0.000    0.000    0.000 indexers.py:226(FixedForwardWindowIndexer)
        2    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
        1    0.000    0.000    0.000    0.000 ops.py:367(BinOp)
        1    0.000    0.000    0.000    0.000 os.py:758(decode)
        1    0.000    0.000    0.000    0.000 common.py:816(_MMapWrapper)
        1    0.000    0.000    0.000    0.000 indexers.py:366(ExponentialMovingWindowIndexer)
        2    0.000    0.000    0.000    0.000 utilities.py:162(ext_gcd)
        1    0.000    0.000    0.000    0.000 inspect.py:2859(from_callable)
        1    0.000    0.000    0.000    0.000 parallel.py:94(_get_comm)
        1    0.000    0.000    0.000    0.000 weakref.py:353(__init__)
        1    0.000    0.000    0.000    0.000 ops.py:552(UnaryOp)
        1    0.000    0.000    0.000    0.000 accessor.py:28(SparseAccessor)
        6    0.000    0.000    0.000    0.000 typing.py:777(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 accessors.py:300(TimedeltaProperties)
        7    0.000    0.000    0.000    0.000 __init__.py:534(<lambda>)
        1    0.000    0.000    0.000    0.000 platform.py:1111(python_implementation)
        1    0.000    0.000    0.000    0.000 weakref.py:348(__new__)
        1    0.000    0.000    0.000    0.000 ops.py:191(Constant)
        4    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 config.py:237(CallableDynamicDoc)
        1    0.000    0.000    0.000    0.000 base.py:395(Registry)
        1    0.000    0.000    0.000    0.000 cell.py:214(lengths)
        1    0.000    0.000    0.000    0.000 integer.py:513(Int16Dtype)
        1    0.000    0.000    0.000    0.000 apply.py:595(NDFrameApply)
        1    0.000    0.000    0.000    0.000 function.py:36(CompatValidator)
        1    0.000    0.000    0.000    0.000 format.py:198(CategoricalFormatter)
        4    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 blas.py:307(<listcomp>)
        1    0.000    0.000    0.000    0.000 array_manager.py:1320(NullArrayProxy)
        5    0.000    0.000    0.000    0.000 gratoms.py:343(<listcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:3141(BlockManagerFixed)
        1    0.000    0.000    0.000    0.000 lazy.py:16(LazyDict)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(argmax)
        1    0.000    0.000    0.000    0.000 _json.py:193(SeriesWriter)
        1    0.000    0.000    0.000    0.000 floating.py:431(Float64Dtype)
        1    0.000    0.000    0.000    0.000 _collections_abc.py:362(__subclasshook__)
        1    0.000    0.000    0.000    0.000 typing.py:782(copy_with)
        1    0.000    0.000    0.000    0.000 _io.py:76(optional_args)
        5    0.000    0.000    0.000    0.000 expr.py:120(_compose2)
        4    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        1    0.000    0.000    0.000    0.000 pytables.py:263(FilterBinOp)
        3    0.000    0.000    0.000    0.000 expr.py:271(disallow)
        2    0.000    0.000    0.000    0.000 __init__.py:1675(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.BufferedWriter' objects}
        1    0.000    0.000    0.000    0.000 info.py:304(InfoPrinterAbstract)
        1    0.000    0.000    0.000    0.000 pytables.py:515(PyTablesExpr)
        1    0.000    0.000    0.000    0.000 parquet.py:145(PyArrowImpl)
        7    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 apply.py:1140(ResamplerWindowApply)
        1    0.000    0.000    0.000    0.000 atoms.py:1930(_set_positions)
        1    0.000    0.000    0.000    0.000 __init__.py:188(AbstractMethodError)
        1    0.000    0.000    0.000    0.000 format.py:436(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 zipfile.py:1932(PyZipFile)
        2    0.000    0.000    0.000    0.000 dataclasses.py:943(<listcomp>)
        1    0.000    0.000    0.000    0.000 contexts.py:212(RNGContext)
        1    0.000    0.000    0.000    0.000 {method 'min' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 atoms.py:1454(_centering_as_array)
        1    0.000    0.000    0.000    0.000 _json.py:1043(SeriesParser)
        1    0.000    0.000    0.000    0.000 pytables.py:5185(Selection)
        1    0.000    0.000    0.000    0.000 apply.py:1114(GroupByApply)
        1    0.000    0.000    0.000    0.000 _json.py:1091(FrameParser)
        1    0.000    0.000    0.000    0.000 indexing.py:2204(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 inspect.py:183(isgeneratorfunction)
        1    0.000    0.000    0.000    0.000 excel.py:52(ExcelCell)
        1    0.000    0.000    0.000    0.000 __init__.py:859(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 _json.py:208(FrameWriter)
        1    0.000    0.000    0.000    0.000 numeric.py:328(IntegerIndex)
        6    0.000    0.000    0.000    0.000 __init__.py:507(_parse_local_version)
        1    0.000    0.000    0.000    0.000 dataclasses.py:281(__set_name__)
        1    0.000    0.000    0.000    0.000 integer.py:520(Int32Dtype)
        1    0.000    0.000    0.000    0.000 blocks.py:1670(NumpyBlock)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(zeros_like)
        1    0.000    0.000    0.000    0.000 integer.py:548(UInt32Dtype)
        1    0.000    0.000    0.000    0.000 python_parser.py:1087(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 common.py:59(IOArgs)
        1    0.000    0.000    0.000    0.000 python_parser.py:1193(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 csv.py:130(DictWriter)
        5    0.000    0.000    0.000    0.000 multiarray.py:80(empty_like)
        1    0.000    0.000    0.000    0.000 integer.py:534(UInt8Dtype)
        1    0.000    0.000    0.000    0.000 lazy.py:71(LazyList)
        1    0.000    0.000    0.000    0.000 integer.py:527(Int64Dtype)
        1    0.000    0.000    0.000    0.000 ops.py:68(UndefinedVariableError)
        1    0.000    0.000    0.000    0.000 pytables.py:4238(WORMTable)
        1    0.000    0.000    0.000    0.000 describe.py:125(SeriesDescriber)
        2    0.000    0.000    0.000    0.000 function_base.py:5139(_insert_dispatcher)
        1    0.000    0.000    0.000    0.000 blocks.py:1843(CategoricalBlock)
        1    0.000    0.000    0.000    0.000 sql.py:1271(PandasSQL)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 integer.py:555(UInt64Dtype)
        1    0.000    0.000    0.000    0.000 config.py:392(option_context)
        1    0.000    0.000    0.000    0.000 algorithms.py:1239(SelectNSeries)
        1    0.000    0.000    0.000    0.000 integer.py:541(UInt16Dtype)
        1    0.000    0.000    0.000    0.000 base.py:411(__init__)
        1    0.000    0.000    0.000    0.000 engines.py:124(PythonEngine)
        1    0.000    0.000    0.000    0.000 multi.py:108(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:147(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 cif.py:641(CIFLoop)
        1    0.000    0.000    0.000    0.000 tzfile.py:12(_byte_string)
        1    0.000    0.000    0.000    0.000 stata.py:628(StataValueLabel)
        1    0.000    0.000    0.000    0.000 zipfile.py:753(_Tellable)
        1    0.000    0.000    0.000    0.000 zipfile.py:2209(FastLookup)
        1    0.000    0.000    0.000    0.000 numeric.py:40(NumericDtype)
        1    0.000    0.000    0.000    0.000 pytables.py:332(ConditionBinOp)
        4    0.000    0.000    0.000    0.000 numeric.py:1136(_roll_dispatcher)
        1    0.000    0.000    0.000    0.000 base.py:134(SingleDataManager)
        1    0.000    0.000    0.000    0.000 __init__.py:473(__init__)
        1    0.000    0.000    0.000    0.000 expr.py:381(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ops.py:1356(FrameSplitter)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        2    0.000    0.000    0.000    0.000 generic.py:125(pin_allowlisted_properties)
        1    0.000    0.000    0.000    0.000 printing.py:546(PrettyDict)
        1    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 tzinfo.py:66(BaseTzInfo)
        1    0.000    0.000    0.000    0.000 accessor.py:17(BaseAccessor)
        2    0.000    0.000    0.000    0.000 __init__.py:1276(disable)
        1    0.000    0.000    0.000    0.000 blocks.py:1778(DatetimeLikeBlock)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 format.py:1744(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 pytables.py:4646(AppendableMultiSeriesTable)
        1    0.000    0.000    0.000    0.000 nanops.py:107(bottleneck_switch)
        1    0.000    0.000    0.000    0.000 online.py:89(EWMMeanState)
        1    0.000    0.000    0.000    0.000 parquet.py:250(FastParquetImpl)
        1    0.000    0.000    0.000    0.000 format.py:1532(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 pytables.py:88(Constant)
        1    0.000    0.000    0.000    0.000 blocks.py:1786(DatetimeTZBlock)
        1    0.000    0.000    0.000    0.000 atoms.py:327(_del_constraints)
        1    0.000    0.000    0.000    0.000 accessors.py:474(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 info.py:510(DataFrameTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 __init__.py:313(_CountryTimezoneDict)
        1    0.000    0.000    0.000    0.000 sql.py:1319(SQLAlchemyEngine)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:96(_LoadSparseFrame)
        1    0.000    0.000    0.000    0.000 inspect.py:81(ismethod)
        1    0.000    0.000    0.000    0.000 indexing.py:2289(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 expr.py:770(PythonExprVisitor)
        2    0.000    0.000    0.000    0.000 typing.py:995(<genexpr>)
        1    0.000    0.000    0.000    0.000 zipfile.py:614(LZMADecompressor)
        2    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 indexing.py:77(_IndexSlice)
        1    0.000    0.000    0.000    0.000 accessor.py:153(CachedAccessor)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:201(Unpickler)
        2    0.000    0.000    0.000    0.000 lazy.py:91(LazyList)
        1    0.000    0.000    0.000    0.000 __init__.py:871(SubclassedCategorical)
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 ops.py:523(Div)
        1    0.000    0.000    0.000    0.000 expressions.py:41(set_use_numexpr)
        1    0.000    0.000    0.000    0.000 lazy.py:121(LazySet)
        1    0.000    0.000    0.000    0.000 ops.py:1342(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 sql.py:1300(BaseEngine)
        1    0.000    0.000    0.000    0.000 common.py:57(SettingWithCopyError)
        1    0.000    0.000    0.000    0.000 frequencies.py:425(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 __init__.py:15(IntCastingNaNError)
        1    0.000    0.000    0.000    0.000 css.py:10(CSSWarning)
        2    0.000    0.000    0.000    0.000 inspect.py:2865(parameters)
        1    0.000    0.000    0.000    0.000 engines.py:107(NumExprEngine)
        1    0.000    0.000    0.000    0.000 pytables.py:3236(FrameFixed)
        1    0.000    0.000    0.000    0.000 __init__.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 stata.py:881(StataParser)
        2    0.000    0.000    0.000    0.000 lazy.py:144(LazySet)
        2    0.000    0.000    0.000    0.000 inspect.py:2869(return_annotation)
        2    0.000    0.000    0.000    0.000 calendar.py:53(<lambda>)
        1    0.000    0.000    0.000    0.000 csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 <class 'networkx.utils.decorators.argmap'> compilation 4:1(<module>)
        1    0.000    0.000    0.000    0.000 dtypes.py:111(CategoricalDtypeType)
        1    0.000    0.000    0.000    0.000 __init__.py:24(NullFrequencyError)
        1    0.000    0.000    0.000    0.000 cif.py:201(NoStructureData)
        1    0.000    0.000    0.000    0.000 format.py:1521(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 datetimelike.py:135(InvalidComparison)
        1    0.000    0.000    0.000    0.000 ops.py:616(FuncNode)
        2    0.000    0.000    0.000    0.000 expr.py:169(_is_type)
        1    0.000    0.000    0.000    0.000 __init__.py:372(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 exceptions.py:11(Error)
        1    0.000    0.000    0.000    0.000 functools.py:420(_unwrap_partial)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
        1    0.000    0.000    0.000    0.000 sql.py:50(SQLAlchemyRequired)
        1    0.000    0.000    0.000    0.000 pytables.py:324(JointFilterBinOp)
        1    0.000    0.000    0.000    0.000 engines.py:23(NumExprClobberingError)
        2    0.000    0.000    0.000    0.000 numeric.py:847(_outer_dispatcher)
        1    0.000    0.000    0.000    0.000 __init__.py:182(AccessorRegistrationWarning)
        1    0.000    0.000    0.000    0.000 cif.py:748(BadOccupancies)
        1    0.000    0.000    0.000    0.000 common.py:61(SettingWithCopyWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:69(DtypeWarning)
        1    0.000    0.000    0.000    0.000 config.py:85(OptionError)
        1    0.000    0.000    0.000    0.000 __init__.py:134(ParserWarning)
        1    0.000    0.000    0.000    0.000 zipfile.py:42(BadZipFile)
        1    0.000    0.000    0.000    0.000 stata.py:487(PossiblePrecisionLoss)
        1    0.000    0.000    0.000    0.000 blocks.py:1676(NumericBlock)
        1    0.000    0.000    0.000    0.000 pytables.py:378(JointConditionBinOp)
        1    0.000    0.000    0.000    0.000 __init__.py:175(MergeError)
        1    0.000    0.000    0.000    0.000 indexing.py:124(IndexingError)
        1    0.000    0.000    0.000    0.000 __init__.py:34(PerformanceWarning)
        1    0.000    0.000    0.000    0.000 pytables.py:384(UnaryOp)
        1    0.000    0.000    0.000    0.000 __init__.py:238(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 __init__.py:55(ParserError)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 tz.py:627(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:211(NumbaUtilError)
        1    0.000    0.000    0.000    0.000 __init__.py:48(UnsortedIndexError)
        1    0.000    0.000    0.000    0.000 base.py:163(DataError)
        1    0.000    0.000    0.000    0.000 exceptions.py:15(UnknownTimeZoneError)
        1    0.000    0.000    0.000    0.000 __init__.py:217(DuplicateLabelError)
        1    0.000    0.000    0.000    0.000 tz.py:1818(_get_supported_offset)
        1    0.000    0.000    0.000    0.000 __init__.py:40(UnsupportedFunctionCall)
        1    0.000    0.000    0.000    0.000 zipfile.py:46(LargeZipFile)
        1    0.000    0.000    0.000    0.000 config_init.py:696(register_plotting_backend_cb)
        1    0.000    0.000    0.000    0.000 stata.py:497(ValueLabelTypeMismatch)
        1    0.000    0.000    0.000    0.000 format.py:1560(ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 sql.py:54(DatabaseError)
        1    0.000    0.000    0.000    0.000 string_.py:227(BaseStringArray)
        1    0.000    0.000    0.000    0.000 {built-in method math.gcd}
        1    0.000    0.000    0.000    0.000 __init__.py:415(dev)
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 __init__.py:127(EmptyDataError)
        1    0.000    0.000    0.000    0.000 accessors.py:407(PeriodProperties)
        1    0.000    0.000    0.000    0.000 pytables.py:197(DuplicateWarning)
        1    0.000    0.000    0.000    0.000 base.py:167(SpecificationError)
        1    0.000    0.000    0.000    0.000 numeric.py:72(_zeros_like_dispatcher)
        1    0.000    0.000    0.000    0.000 exceptions.py:38(InvalidTimeError)
        1    0.000    0.000    0.000    0.000 stata.py:524(CategoricalConversionWarning)
        2    0.000    0.000    0.000    0.000 dataclasses.py:767(_hash_set_none)
        1    0.000    0.000    0.000    0.000 exceptions.py:53(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 pytables.py:2575(GenericDataIndexableCol)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(AmbiguousTimeError)
        1    0.000    0.000    0.000    0.000 nanops.py:65(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 pytables.py:168(PossibleDataLossError)
        1    0.000    0.000    0.000    0.000 stata.py:508(InvalidColumnName)
        1    0.000    0.000    0.000    0.000 expr.py:318(add_ops)
        1    0.000    0.000    0.000    0.000 pytables.py:176(IncompatibilityWarning)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1123(_argmax_dispatcher)
        1    0.000    0.000    0.000    0.000 pytables.py:172(ClosedFileError)
        1    0.000    0.000    0.000    0.000 pytables.py:187(AttributeConflictWarning)


